raterId,handId,styleCode,perceived_length,perceived_slenderness,perceived_palm_width,perceived_softness,hand_fit,skin_tone,style_match,scene_fit,aesthetic,overallScore
demo_rater_022,demo_hand_0001,nail_03,53.305063376257564,62.31147285876923,20.864900616268518,56.474655339856604,89.93763526495582,65.32847672282118,89.20824485300652,83.38333219798675,82.64790090210947,85.12432968312156
demo_rater_048,demo_hand_0001,nail_03,64.98906205327165,69.41027525856892,12.675232100734169,63.32031854273906,98.07583093623698,76.0770832886168,91.38838260235099,83.81848187047949,95.00869516011024,91.83108631316706
demo_rater_018,demo_hand_0001,nail_03,63.026852353953906,62.20957172646483,8.875565556547961,50.71541095965885,97.21656929663324,71.17894227839192,93.66215239151398,83.8263547312596,89.98289167497168,90.37270175201901
demo_rater_044,demo_hand_0001,nail_03,64.81160527109523,68.68968568949009,16.977082771224506,56.41976699535301,91.68501682999059,71.92744375621083,81.33630628026776,84.77761119168296,88.0387085697407,86.12891549793565
demo_rater_036,demo_hand_0001,nail_03,66.87428022557515,64.97044602340364,17.05624585028318,65.0218680137136,100.0,65.29334086484339,90.29679895786808,79.88033474799028,82.10081540804153,87.7382879416482
demo_rater_040,demo_hand_0001,nail_03,68.4047544401305,73.88649346022017,17.852911508602645,55.377931180904994,100.0,81.73749081877055,92.59020829950623,83.95801652725157,92.51062193971435,91.9724165252008
demo_rater_002,demo_hand_0001,nail_03,64.6537082024654,74.43701541165686,22.5779104679137,56.15954334020196,86.8506057681499,67.01896223225133,86.08206994914602,82.95008127407993,83.84903253786834,80.11629244231428
demo_rater_016,demo_hand_0001,nail_04,66.35509214083476,72.57608388692631,18.25243421747955,62.47110301327389,100.0,100.0,98.05862887117121,87.3422580424472,91.06842379562386,94.6082034208865
demo_rater_010,demo_hand_0001,nail_04,64.34012147658518,64.88750358844365,16.04907995463609,57.27832497730302,88.60551409018603,76.21794049511608,87.41363516712741,70.71454080710899,82.24971341583812,84.24641593203089
demo_rater_034,demo_hand_0001,nail_04,72.12133075681672,64.8113050583269,22.431571131080513,55.22906908362497,99.41247593840968,86.08422844738683,89.81934881093844,64.96641273695418,87.1824250206958,85.89092863307991
demo_rater_006,demo_hand_0001,nail_04,65.40139609873823,64.2861610639386,15.893521410443693,62.152537157483124,100.0,84.93134805612507,90.67469851389767,74.16327773274642,89.86236503184013,92.101078533148
demo_rater_021,demo_hand_0001,nail_04,70.08374021546334,61.38834742249088,24.470477995849308,52.69670385689704,98.19956475150873,90.98293500044728,83.66610512302825,79.57658085649264,88.49420478929314,91.17830199929422
demo_rater_042,demo_hand_0001,nail_04,58.369277642424095,70.12490391191132,11.868790670879623,51.11022875488947,100.0,93.81327164379567,91.37160713866535,79.85969640084154,97.34610006140969,94.86024574406125
demo_rater_027,demo_hand_0001,nail_04,68.23178886239083,66.66840092809264,16.418543419472194,53.212403765259005,94.08008136455858,80.4575543173299,86.04933180799041,78.59355897043066,92.76155592795241,88.4662333905192
demo_rater_036,demo_hand_0001,nail_05,60.62831216270254,75.97448275776144,13.952714025918448,58.92495752112773,88.43511815573983,70.13862685140796,85.76232741949667,75.29184740805809,84.54759329813659,83.31615008203178
demo_rater_006,demo_hand_0001,nail_05,64.99476532469865,64.5675923426173,18.28912128627375,58.741649434116184,78.22049873727103,69.26379051223437,87.82231970835926,80.37585647769671,72.67570826780634,75.25217717329515
demo_rater_016,demo_hand_0001,nail_05,67.11008797988183,62.91840908688417,10.064081586137643,57.4230548836229,87.12827058141133,79.59948483074105,96.9699465361178,85.44516419485525,100.0,92.91209598096864
demo_rater_005,demo_hand_0001,nail_05,61.306752553330874,69.30141155008067,11.865702915443048,66.26150515742111,80.1441381725967,79.56644476911114,78.25322624653009,73.26922269920101,79.22561976559287,77.42604787354138
demo_rater_003,demo_hand_0001,nail_05,60.18558719641037,67.73052642064386,15.363226153649025,57.92689117470323,88.44385687450712,73.08274947596517,87.01555669034273,93.59504484874138,87.03615988351369,85.17876345427165
demo_rater_046,demo_hand_0001,nail_05,64.41958564947966,65.73358262160957,21.407882770977253,54.22509488962433,90.86036876864577,68.6777400255668,84.87988583018553,83.00038391321306,82.36546606975021,81.43816517772672
demo_rater_025,demo_hand_0001,nail_05,67.28276386315271,71.63473651342997,12.746316952102603,58.23821603736231,87.56344563422635,75.52338788347038,89.66109549143738,82.64286667097446,89.58258228561041,87.51427627288282
demo_rater_015,demo_hand_0002,nail_01,45.75359308034517,34.50477700482524,78.42926421222214,91.00468895803876,86.3340929522576,89.13466480719597,85.33558838461377,98.33991536221357,86.5051710456087,89.88193290412524
demo_rater_006,demo_hand_0002,nail_01,36.90081870526541,29.762800969846197,81.11349838916753,96.77190650919577,94.16373999594839,79.14099735812927,86.09026191790146,87.42697300921999,85.28827779987573,88.01605191854584
demo_rater_018,demo_hand_0002,nail_01,45.13295589555903,26.668835204837695,75.8780952234007,91.70254150856142,91.78931551165687,96.1465135575056,84.72604964741548,83.9120710608716,91.8038493764043,89.3775571529258
demo_rater_003,demo_hand_0002,nail_01,49.54928835279666,35.53645304376961,76.27550026279783,95.4732559260342,94.12516338328993,88.25912355012034,88.43131725120249,87.53429899300345,84.41569429740868,87.34332235794135
demo_rater_019,demo_hand_0002,nail_01,44.74026615303991,30.374126213881404,85.45744872499934,90.31497676023217,100.0,92.28500025999298,80.79886556240798,90.48651919193863,87.78002864627372,92.11520642614906
demo_rater_044,demo_hand_0002,nail_01,41.3319997511887,28.970410675695245,82.679458238363,97.71739671675485,82.49045368271506,85.82264896034505,87.30316632922161,88.96152813902914,84.6497398123033,86.47664296778377
demo_rater_035,demo_hand_0002,nail_01,37.85591642087451,27.291536949037454,80.65865920029799,88.16450405990089,85.19300831191755,78.48045777525756,85.90692156054924,82.48312170475648,83.62507761143308,83.96777078607056
demo_rater_021,demo_hand_0002,nail_02,45.494479790369645,41.786081572478004,82.31073396979215,100.0,92.65010721569499,89.88010212625069,88.86653668304162,87.88368943105395,87.33286128288856,88.24496256683777
demo_rater_036,demo_hand_0002,nail_02,46.2334679177162,28.325828192574473,82.6673835471625,99.48310813283223,81.76881968042561,89.48853210458572,93.53740056375169,88.73777744068595,93.04997041778971,91.05437766968447
demo_rater_047,demo_hand_0002,nail_02,41.81200374288525,31.600580259397205,79.03217074010578,94.72681404387599,83.24436796371965,88.92901338192083,89.03729526363529,84.36831573401852,86.83755013013526,83.21308425285666
demo_rater_044,demo_hand_0002,nail_02,30.840754946800793,29.504479379378893,86.35355202168492,92.75490568344372,91.85641480765229,82.69492177749157,86.99182530534725,80.06248227854734,83.49106882114992,86.14118804925471
demo_rater_005,demo_hand_0002,nail_02,39.99710903796635,26.623484363842827,81.37069782564748,86.58840870554792,86.60947013608629,83.61393496668703,80.98211124808232,76.91921019934314,80.92837873671932,85.94966029958337
demo_rater_030,demo_hand_0002,nail_02,39.756240851473436,20.37099028587513,85.34494677589471,94.34804585813774,87.06893762009105,89.53790597842249,86.955255660111,77.50106324845933,95.94598705026615,89.38168790326125
demo_rater_013,demo_hand_0002,nail_02,44.63127517640551,25.82387209782561,77.9752805781431,93.7845717576298,89.56737577395303,86.50407387953425,80.77746183108006,91.39571593391298,80.40114511089101,85.88500268985395
demo_rater_015,demo_hand_0002,nail_03,36.65846120514354,31.584959121607813,81.77001204243147,93.91122800730494,79.22834098964704,75.93832953671216,84.37188562859066,90.42307456804264,85.23658893431099,80.89406617957997
demo_rater_011,demo_hand_0002,nail_03,38.93399041259848,32.03321259279056,86.68288189571582,97.93850184688742,83.12599830633447,81.26365058095713,92.99220674359374,90.5631890482903,95.36498949225334,86.90904410275871
demo_rater_004,demo_hand_0002,nail_03,46.6428864319518,24.6478139992334,80.10004752086486,95.18963467915815,89.66945718815184,90.22137776500558,90.63869073668889,82.81286230027668,88.15927467259432,90.62419182645104
demo_rater_032,demo_hand_0002,nail_03,37.781882408581794,27.975010490511828,77.33193382821749,89.57956616735108,85.23219209914429,77.80312571853398,83.75587721197954,76.57183293962689,87.2748642137697,85.7329343484354
demo_rater_039,demo_hand_0002,nail_03,45.91032606200836,26.878937426957922,79.86997694547797,100.0,97.93522130865814,96.28163599495002,92.15330853056467,93.7664017499959,93.61647072032608,94.13109636389703
demo_rater_038,demo_hand_0002,nail_03,37.7520461931722,25.070862652979237,80.87900140686453,93.92806075982422,78.40850617772703,81.54167371993246,85.41326208000505,87.18644006746149,84.86865267685693,81.16130348842637
demo_rater_003,demo_hand_0002,nail_03,47.289168123786986,38.54576687777177,85.3976337758435,100.0,81.30415898009973,85.37325691920222,84.56375047056795,91.13836086076246,83.82336120030861,86.16734543250999
demo_rater_003,demo_hand_0002,nail_04,49.18514490131561,35.205463818399856,80.48727505154982,95.79063143750581,89.80865545790513,94.55678122583183,81.3845444072268,79.89523355351095,82.72359110177769,85.32362511844691
demo_rater_027,demo_hand_0002,nail_04,39.788467544182566,22.949681413119457,81.86378958948671,99.53519552291696,82.01672291722535,87.63797576006392,75.84722923971458,64.6236065005323,85.2871048637039,81.27217244156785
demo_rater_012,demo_hand_0002,nail_04,44.235891124415986,29.196435183919313,88.02073184390449,96.05572088723231,88.2754631907174,89.46726291221911,65.34537048125915,74.31328533519043,80.21744455390002,80.54823243057808
demo_rater_040,demo_hand_0002,nail_04,45.32968954879287,29.362736054729883,83.19695678931102,94.9556102200728,90.27670301402524,90.30471202792063,75.34136542428843,82.23965603069362,87.89464551792484,86.67914102547729
demo_rater_035,demo_hand_0002,nail_04,39.607131564621966,27.144429499044918,88.85391785999292,92.97806739890827,70.36699463937019,80.94462360683724,70.95728199561809,67.24861295170462,72.39214681248151,69.37144810622524
demo_rater_001,demo_hand_0002,nail_04,40.90853479101574,35.07494868648386,86.60009918476752,96.99669888211815,96.73023922198917,93.39813113752932,83.34368133464272,80.11009799909216,90.20721401677336,88.40935799910578
demo_rater_006,demo_hand_0002,nail_04,42.1777270243619,33.256558582309324,87.35573164835759,100.0,82.84486770815805,82.33118822398096,78.3306942430881,74.71939619709657,79.71067358025815,75.92785430815441
demo_rater_028,demo_hand_0002,nail_05,43.738556548438304,31.077163037395547,80.12857295744024,93.67135688615038,91.62445634831766,76.12214337450679,81.1899159934287,73.93139870095443,86.63627579194316,81.34625671391092
demo_rater_003,demo_hand_0002,nail_05,40.40317867802676,30.384492092739258,86.82757554866257,91.1690261786973,100.0,71.23054945650833,91.8956304845551,86.41609211197621,87.22219197889038,89.944879347731
demo_rater_013,demo_hand_0002,nail_05,44.29220241082473,28.084524387288226,78.16766109084222,100.0,88.95852412065234,75.03694636776211,85.21122549260028,85.70224558674407,79.17963676072596,84.66327509996117
demo_rater_045,demo_hand_0002,nail_05,45.2449405026065,35.0447469354139,74.20337945761165,93.93104869859903,84.51663085747023,77.50158556444248,90.42234739591719,82.17768794061779,81.6265229176138,80.42577617338952
demo_rater_021,demo_hand_0002,nail_05,42.27462386048462,33.33400714548304,74.27381098611805,100.0,96.54210546875079,83.78372355866928,80.16910658151902,72.44388552012167,92.47459911109736,86.26556230231782
demo_rater_042,demo_hand_0002,nail_05,32.61273860664002,30.63631330752557,78.0634662628976,92.57350502306743,100.0,78.64284969428297,91.54610483767564,86.4146486718267,92.9509502302283,87.68222114646427
demo_rater_019,demo_hand_0002,nail_05,37.69191793101819,30.81595981409871,83.82871112915475,100.0,93.98236749685046,90.62297782686838,88.82490814175986,87.4631580685259,93.01705448765766,93.58408832520341
demo_rater_043,demo_hand_0003,nail_01,55.31979347639693,56.21708501818793,55.51868288582462,45.7948078839426,89.26224136566448,87.2128202009121,82.10629385540886,92.00248755233405,79.30981080742269,84.84714557497094
demo_rater_005,demo_hand_0003,nail_01,60.0346674868363,56.657584903548674,60.27579427483826,51.19028311039708,83.86582791488387,79.92647406974572,74.31735549028683,87.55302800846965,77.27983124871753,81.60330296257725
demo_rater_018,demo_hand_0003,nail_01,51.68783965790055,54.774392969768286,56.64417925512359,53.48949829009948,90.76518721640824,91.97684813813149,79.37243704836015,94.4181333467076,88.45938297502529,91.36114901973053
demo_rater_034,demo_hand_0003,nail_01,53.5715015418677,53.73932888094454,60.497191572953405,54.77600731870751,85.62025815416402,86.50988687646353,86.75365415265608,89.40163676968203,81.05749429154604,84.0740449705481
demo_rater_039,demo_hand_0003,nail_01,57.987670836640426,47.582492235693344,61.311860393603055,44.90001218527335,94.88223491492376,90.4473528482601,85.76882352921135,92.68967550196724,92.58881001923783,93.99927267918974
demo_rater_011,demo_hand_0003,nail_01,55.062326078261194,55.288990505367245,51.96231757554228,49.94487612416917,88.49332051898465,83.9119206840574,77.80750625267049,88.60642802091631,82.96963473806463,87.6840023246428
demo_rater_025,demo_hand_0003,nail_01,58.20487442474941,52.07810256668212,58.46217900503451,47.993106013743315,96.62003243244713,88.5079609748348,83.54223039083436,98.23348502814437,90.68253951152491,91.78111509342109
demo_rater_047,demo_hand_0003,nail_02,53.17400048610746,54.42178083346394,60.70048584879224,44.4041452870754,88.2692627442285,87.97561827204359,87.51410389230924,90.83332261526694,80.28391194914053,85.7381795869538
demo_rater_009,demo_hand_0003,nail_02,54.54626527172259,49.97790558201333,57.15139761916485,51.97339683656105,100.0,74.05207933413688,93.41908550789393,84.19877009073073,84.13230113868,89.27813454499935
demo_rater_006,demo_hand_0003,nail_02,49.09627967821622,50.50757570619426,63.19457636465291,55.33701633651834,94.825982374834,82.3179115587016,85.50382306185595,93.36362664959888,87.48459617928685,90.26821994195052
demo_rater_011,demo_hand_0003,nail_02,54.17096073159722,56.4689423286511,59.95567593181164,38.85798833281934,97.65816779732192,91.85560393020435,92.8481675624961,93.97318882828728,94.44454808204772,93.52168431317936
demo_rater_022,demo_hand_0003,nail_02,53.89064212460118,43.52252613820981,68.98372603113218,50.14082087201537,95.86325720960325,82.17811702522359,74.54794689372643,86.89290878623851,84.98128253920858,82.5693029774277
demo_rater_004,demo_hand_0003,nail_02,48.32044191265132,51.48003721297441,68.02157698235655,48.03423406540722,100.0,81.5928119229307,87.5807251981507,87.52223197105494,90.38684520568236,91.89726236141306
demo_rater_025,demo_hand_0003,nail_02,57.89078925238518,63.1549018219851,59.66614881987567,42.028651064128574,93.0216697400493,90.33630308286843,86.90359022827909,88.47357826759107,88.39580554624452,88.32415390631029
demo_rater_037,demo_hand_0003,nail_03,51.16352110346057,54.604519742871375,51.97385994954238,47.990957157571515,95.40918192142283,78.52552864032513,82.3081749480546,81.91150804382791,85.18614789155689,86.65789089959628
demo_rater_040,demo_hand_0003,nail_03,51.83533917288757,55.63600133898781,58.61576147186806,52.75850170288899,95.21305313271657,81.05348595853103,85.6666836435723,91.01898191338127,87.83112345775629,90.45755965547714
demo_rater_042,demo_hand_0003,nail_03,51.1336506960466,61.365853519622654,63.95090764898724,51.189163679309004,98.56261439975128,81.82812544123911,89.30440258348419,81.20354865028948,90.68878952128051,91.08647764694213
demo_rater_032,demo_hand_0003,nail_03,54.61027260351595,47.99931693594213,57.34178130263871,59.62968626199624,87.46086940095589,81.30881392926517,97.10717275412226,79.05629385364267,90.29254307449266,89.85106081996356
demo_rater_011,demo_hand_0003,nail_03,57.144164949112465,55.37793053370987,57.188135113743265,52.968481949577324,93.03543894641984,86.52679010851368,90.50966299215557,86.47980418576577,92.61732805284065,90.56043425459539
demo_rater_010,demo_hand_0003,nail_03,48.305203135372146,54.454828254511966,57.71826219698816,43.59126485561127,90.76644423196625,77.87603162827918,81.89551400130436,73.45349795604919,86.15412523522296,86.86964986875736
demo_rater_006,demo_hand_0003,nail_03,49.912422472270855,50.27947867490742,55.05759680304665,53.520036696320446,94.09766896092053,77.55111933005495,89.88895458992835,81.01381526958006,90.51652826029816,86.10273273950389
demo_rater_033,demo_hand_0003,nail_04,49.74500482225198,51.7687549408135,61.80316029420828,56.53817662655095,89.02095629256968,75.2849278455535,80.07256962017941,64.16964651730459,88.30624350458537,80.01324588923467
demo_rater_016,demo_hand_0003,nail_04,55.7871131389696,54.24477443456914,55.150168382424674,47.752127864006695,100.0,88.3763946549252,87.33274750341465,67.19844425895964,83.07048270482144,88.85660447243592
demo_rater_028,demo_hand_0003,nail_04,51.408699581546436,52.81665854850026,56.0941703824265,53.39980906283574,93.69739974671042,79.90898682227873,88.75022035902916,76.43061767098192,80.63335173265162,86.74418687881797
demo_rater_012,demo_hand_0003,nail_04,56.97683078798291,54.52736729535993,57.3341719627155,50.92655311952746,93.20085341442203,76.52846805029957,87.05674783119315,75.96179356637872,81.41829604565362,80.95646202026434
demo_rater_006,demo_hand_0003,nail_04,55.79581829879629,51.414452322893176,56.97202008132275,48.770018973738686,96.66162435596354,84.18703779218447,86.59483882790137,74.49254779547843,84.02201178771024,91.55977237492247
demo_rater_023,demo_hand_0003,nail_04,53.299872414157214,47.275172016944126,61.43911259384775,48.61377604553401,80.79939837016192,78.15800364828124,81.49406054515104,66.92215967735285,79.01812572987141,77.58697905990849
demo_rater_042,demo_hand_0003,nail_04,57.74868763097846,56.604522864589924,57.56477250833899,49.81643780039585,93.44304928775605,79.52386833523863,90.12163018510714,71.80459312607644,91.72234177511828,85.72219438558449
demo_rater_047,demo_hand_0003,nail_05,62.092526732362316,52.957209451080146,60.0876242437377,51.27866579490182,92.52000845422697,86.59808389275013,95.18583841965159,81.42661858008626,91.85122670474381,89.65266955187839
demo_rater_010,demo_hand_0003,nail_05,54.53935713179233,53.9685669547804,57.472207132350576,49.6402834209634,88.98492406967355,73.60205283321277,83.57595959711946,69.89611102525623,87.65154014369557,81.79683399152289
demo_rater_023,demo_hand_0003,nail_05,45.25807440703755,41.110256678318585,65.68339346551556,45.956211748952406,88.21058308949135,73.54585926945043,87.53371637665406,79.98352456048825,80.4076027713984,80.67620168503117
demo_rater_048,demo_hand_0003,nail_05,59.48510132180651,59.60623979077464,51.27553012761702,52.9717494660331,100.0,89.99584622196184,98.03256978625511,87.77336440480606,100.0,98.3317370919316
demo_rater_033,demo_hand_0003,nail_05,63.02036452457858,56.06774974975321,56.66959681911553,46.753005228223465,94.48756227572345,79.80791229775842,84.39273474413143,81.59412909659683,90.33417072460534,88.67526510009603
demo_rater_034,demo_hand_0003,nail_05,56.94926130549625,49.6270161493018,58.31754412765331,51.300111953776714,89.18066892185936,79.92552409368594,88.23270512043875,80.24984833431868,94.47014528483334,88.08918629695836
demo_rater_028,demo_hand_0003,nail_05,55.695689746955765,49.19866430230896,63.753947889701415,50.41119231798427,89.98175458015845,78.28977502014514,90.59451971239878,75.63405650014418,93.39416336369054,88.33710104968964
demo_rater_046,demo_hand_0004,nail_01,64.33955444603345,63.01946336045552,43.4242965571893,64.51565185249294,86.07578793348655,78.57407657037358,78.07993308797846,84.89656138867964,83.15497959072489,82.37519118614908
demo_rater_018,demo_hand_0004,nail_01,66.96193329317111,65.38140590267004,42.50509563613079,66.75048749424427,78.16781635490068,85.66143434311037,75.35314667883154,95.81629814063984,89.96947979252435,84.85740219120092
demo_rater_039,demo_hand_0004,nail_01,56.51182994433325,63.599135464790514,45.600215640504466,57.54235945075978,97.48312976130865,80.03168344749626,85.31928989823848,97.6478663186228,89.64970962460595,89.62295321794633
demo_rater_035,demo_hand_0004,nail_01,62.37381472347878,54.43675600384865,51.33471848780616,68.75113194922157,81.88918690088542,72.23902956340955,70.13950446366718,83.86820798565984,75.78259904226478,78.63111468605062
demo_rater_028,demo_hand_0004,nail_01,65.91977870807257,62.041493951862876,41.26374684509999,58.20787721944007,87.79247227119785,77.03776477315374,78.78815612540107,82.37858439946828,76.89603524844546,78.09092798144205
demo_rater_045,demo_hand_0004,nail_01,62.9643668833483,70.91640386433801,47.990223568849906,66.23755518785876,87.23263198632922,76.73517234588249,75.88162439185007,85.31014442353504,82.83593014520025,81.81509149098106
demo_rater_020,demo_hand_0004,nail_01,64.7118077309845,67.86373892029835,46.342074071117345,66.04976925585052,82.97856584418696,77.99278568460603,77.57091103130082,79.25302550262676,85.19250866412138,79.39323359561493
demo_rater_041,demo_hand_0004,nail_02,53.43067024530928,64.19785670895158,42.99783270433721,60.73923222079579,83.58092678743726,79.68526279986943,79.3922147049249,78.87236976686476,79.39880455794419,77.73440393544594
demo_rater_028,demo_hand_0004,nail_02,61.46420410582631,65.48622239046031,37.80096296759135,59.02497340624394,87.60227482452791,80.24261209801256,76.78422368372655,82.45451393113775,74.77684343526965,82.46159413314193
demo_rater_043,demo_hand_0004,nail_02,61.18792933654809,69.91860145995938,48.427893672085325,67.35809894785442,96.0069712291372,86.00312205683049,86.74375592154232,84.77914271527548,86.75278896960423,87.19585942539075
demo_rater_010,demo_hand_0004,nail_02,57.4554127960255,61.50484450048357,46.84374575830737,63.767278787696114,85.99632869855316,80.64388254463161,81.53163831579946,79.65274986949973,81.06630743094145,82.45604124727141
demo_rater_037,demo_hand_0004,nail_02,62.111051386994674,62.157311887703806,42.47841780562511,61.95977564731479,95.70354228909376,81.07395596271526,85.6026569699093,85.03233820010944,90.3502570388453,87.14136850386016
demo_rater_002,demo_hand_0004,nail_02,66.56122435256417,65.02522354812507,44.81134007468987,59.65462347626207,98.74085622638184,80.35442065914408,74.35504319889033,83.73282138223077,74.17930794747008,86.37540095891353
demo_rater_038,demo_hand_0004,nail_02,57.812523294354015,74.92736097581705,45.7907813004535,62.537340653021516,92.48904162564575,74.55720427509885,85.48177790484611,84.41964875897158,77.45948287832819,82.44889661008988
demo_rater_041,demo_hand_0004,nail_03,57.07812130321471,63.166900511299666,45.23584856382916,63.882538973849854,76.85555419604914,65.08682440992526,81.20791076315295,77.02838442445012,77.06905636896022,74.53801304730364
demo_rater_045,demo_hand_0004,nail_03,67.67571755167731,63.64016119137519,39.86042199936386,66.67878056762427,87.92647303627211,84.44694058105445,84.48508038318958,78.49404976560614,90.2141051037602,86.65969900909046
demo_rater_030,demo_hand_0004,nail_03,53.2385828186181,66.38793987354357,41.19305786444352,69.20061421962619,100.0,74.16231464290192,87.07238747976437,78.38393547000439,93.86518916563823,92.34101995197604
demo_rater_025,demo_hand_0004,nail_03,66.82208902137847,70.87211994263976,42.23713838841239,64.96290594553724,96.24384425512977,87.79032469671039,85.30489413807393,77.7994478128563,97.62521557778312,91.46544008246349
demo_rater_022,demo_hand_0004,nail_03,61.23825699808417,62.192658170038975,49.57036038910269,60.92252755652989,89.03512854520389,68.05953995364594,84.55245130843949,74.61589359874789,84.37965312344639,81.43054949048177
demo_rater_019,demo_hand_0004,nail_03,59.53123592077701,71.73873197379196,37.350694324768135,64.03737030414341,91.50741142391774,66.73122885051572,92.05630640592821,80.35628460574166,96.53496915695202,87.3111899234817
demo_rater_039,demo_hand_0004,nail_03,63.552434363754244,68.6496168015826,50.80826056870809,53.06201148278115,100.0,77.45732226421636,91.43826810722439,86.70443048425228,99.10622361287902,93.50123412853492
demo_rater_042,demo_hand_0004,nail_04,63.14446813033988,65.28185245214897,48.196140051412,64.33449109707578,100.0,92.4162644361036,89.75894252579593,77.27748551055984,99.06399969078265,94.44373450284733
demo_rater_025,demo_hand_0004,nail_04,64.7698960237524,75.70201438692051,44.97037863698978,61.79634616181829,100.0,91.28139427924364,86.50108835703796,80.65186473322832,98.54191535972024,88.85156539948173
demo_rater_005,demo_hand_0004,nail_04,61.523509754655585,65.1542654004635,38.25195313564189,68.60923710883051,90.11361380669632,81.87051275898226,90.16757092289394,55.97348665507368,85.07078933142164,83.171855795528
demo_rater_041,demo_hand_0004,nail_04,59.45098426082555,62.134404082575045,42.429429872309825,59.31087507863391,89.30709361980776,85.54979034173225,81.77362831185643,62.36298549171855,83.74428148832757,84.35811994266177
demo_rater_036,demo_hand_0004,nail_04,60.86517181035227,63.769804580870634,41.45584464677211,60.14045448272976,100.0,90.16403616345791,83.61514024457001,77.46552362302594,88.38098555497636,90.50350424320231
demo_rater_012,demo_hand_0004,nail_04,62.97345180786733,66.95133276904158,50.86601916265587,60.72279443318829,97.88293022881307,87.12432020572453,88.83639433644105,72.35663747357026,87.36770413525714,92.10712558987039
demo_rater_027,demo_hand_0004,nail_04,70.90818383705303,53.15814590077553,50.37817553042106,58.07401918025382,91.84541898275377,84.5542282948925,86.66013711516622,69.25937522161966,95.82914829801845,88.04522517686169
demo_rater_034,demo_hand_0004,nail_05,66.49159645511645,67.68338739702783,42.80377190702949,52.77011144090657,89.66484029627684,70.27321693734181,90.18802006602779,82.68075040134683,86.06876817369772,85.18952934221738
demo_rater_038,demo_hand_0004,nail_05,68.91319739116723,70.51221413673687,38.350127937698836,62.26702576774539,90.30470908065672,76.43588610434372,86.81862442533858,77.71697578705398,81.27530293174303,83.64916929685779
demo_rater_043,demo_hand_0004,nail_05,58.63224226940331,60.60250609852196,49.882810400547655,70.88694274405904,87.17770577921566,70.09647464228141,83.3137633338706,84.84290377896885,79.46307158599514,81.30181623382774
